Credit Number,Region,Country,Credit Status,Service Charge Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount,Cancelled Amount,Undisbursed Amount,Disbursed Amount,Repaid to IDA,First Repayment Date,Last Repayment Date,Agreement Signing Date
IDAD4850,MIDDLE EAST AND NORTH AFRICA,Djibouti,Disbursing,,XDR,P166059,DJ: Expanding Opportunities for Learning,5000000,0,734384.2,4539786.13,0,,,18/10/2019
IDAD4860,SOUTH ASIA,Afghanistan,Fully Disbursed,,XDR,P168446,2019 Incentive Program DPO,100000000,0,0,99738524,0,,,01/07/2019
IDAD4870,AFRICA WEST,Liberia,Disbursing,,XDR,P155947,Urban Water Supply,5260000,0,4537707.8,792216.39,0,,,19/07/2019
IDAD4880,AFRICA EAST,Malawi,Fully Disbursed,,XDR,P165056,Malawi CAT-DDO,40000000,0,0,40177069,0,,,21/06/2019
IDAD4890,AFRICA EAST,Malawi,Disbursing,,XDR,P165056,Malawi CAT-DDO,30000000,0,0,29568420,0,,,21/06/2019
IDAD4900,AFRICA WEST,Sierra Leone,Disbursing,,XDR,P143588,SL Safety Nets Project,30000000,0,9851861.72,20681648.41,0,,,12/09/2019
IDAD4910,AFRICA EAST,Mozambique,Effective,,XDR,P149377,Water Service & Institutional Support II,75000000,0,75857778,0,0,,,22/07/2019
IDAD4920,AFRICA WEST,Mauritania,Fully Disbursed,,XDR,P167348,MRT First Competition & Skills DPO,50000000,0,0,49718364,0,,,25/07/2019
IDAD4930,SOUTH ASIA,Maldives,Disbursing,,XDR,P163939,Maldives CAT DDO and PEF,5000000,0,0,5012094,0,,,20/08/2019
IDAD4940,SOUTH ASIA,Maldives,Fully Disbursed,,XDR,P163966,Maldives 1st DPF,10000000,0,0,10039106,0,,,20/08/2019
IDAD4950,AFRICA EAST,Mozambique,Disbursing,,XDR,P160427,TREP,300000000,0,255282857,48467558.88,0,,,24/08/2019
IDAD4960,AFRICA WEST,Mali,Disbursing,,XDR,P166796,Mali - MESIP,28000000,0,18672329.62,9648400.49,0,,,12/07/2019
IDAD4970,AFRICA EAST,Somalia,Disbursing,,XDR,P167826,Somalia - WAPR,42000000,0,32450621.59,10209483.84,0,,,08/10/2019
IDAD4980,EUROPE AND CENTRAL ASIA,Tajikistan,Disbursing,,XDR,P168326,REDP,30000000,0,28082800.91,2313619.67,0,,,15/01/2020
IDAD4990,AFRICA WEST,Chad,Disbursing,,XDR,P164297,CHAD Skills Dev for Youth Employability,50000000,0,48139194.12,2447430.44,0,,,07/10/2019
IDAD5000,EUROPE AND CENTRAL ASIA,Tajikistan,Disbursing,,XDR,P168052,Tajikistan Socio-Economic Resilience,37000000,0,34508837.2,3024140.97,0,,,10/03/2020
IDAD5010,AFRICA EAST,Malawi,Disbursing,,XDR,P164331,Malawi - Electricity Access Project,6000000,0,5667011.83,499999.99,0,,,18/10/2019
IDAD5020,AFRICA EAST,Mozambique,Disbursing,,XDR,P149620,MZ-Agriculture NRM Project,60000000,0,27109282.76,33765186.94,0,,,24/08/2019
IDAD5030,AFRICA WEST,Liberia,Disbursing,,XDR,P164932,Improving Results in Secondary Education,47000000,0,37892571.67,9866514.58,0,,,19/07/2019
IDAD5040,EUROPE AND CENTRAL ASIA,Tajikistan,Disbursing,,XDR,P170132,Rural Electrification Project,31700000,0,26594198.44,5553620.08,0,,,13/11/2019
IDAD5050,AFRICA EAST,Comoros,Disbursing,,XDR,P166013,COMPASS,15000000,0,7973558.02,7286133.6,0,,,14/09/2019
IDAD5060,AFRICA WEST,Liberia,Disbursing,,XDR,P165000,LR: PFMRIS,19000000,0,7448239.52,11946200.54,0,,,28/08/2019
IDAD5070,AFRICA WEST,Guinea,Disbursing,,XDR,P164283,Support to MSME Growth and Access to Fin,15000000,0,12814889.25,2449374.26,0,,,29/07/2019
IDAD5080,AFRICA WEST,Central African Republic,Disbursing,,XDR,P167817,REDISSE IV,15000000,0,13871989.23,1398910.38,0,,,19/10/2019
IDAD5090,AFRICA EAST,Zimbabwe,Disbursing,,XDR,P171114,ZIRP,72000000,0,9637390.51,63328216.49,0,,,24/07/2019
IDAD5100,AFRICA EAST,Somalia,Disbursing,,XDR,P171346,SNHCP,65000000,0,8025606.35,57777046.54,0,,,20/08/2019
IDAD5110,EAST ASIA AND PACIFIC,Solomon Islands,Disbursing,,XDR,P149282,Rural Development Program II,2200000,0,228146.13,2206470.98,0,,,10/03/2020
IDAD5120,LATIN AMERICA AND CARIBBEAN,Caribbean,Disbursing,,XDR,P168539,OECS Regional Health Project,6600000,0,4894943.92,1823741.02,0,,,22/10/2019
IDAD5130,LATIN AMERICA AND CARIBBEAN,Caribbean,Disbursing,,XDR,P168539,OECS Regional Health Project,3000000,0,1694476.06,1360414.47,0,,,16/10/2019
IDAD5140,AFRICA EAST,Burundi,Disbursing,,XDR,P165253,Burundi EY&F (NKURIZA),30000000,0,25109858.95,5183601.97,0,,,19/09/2019
IDAD5150,AFRICA EAST,Mozambique,Disbursing,,XDR,P164354,Mozambique - Malawi Reg. Interconnector,42000000,0,39858567.26,2986721.23,0,,,03/12/2019
IDAD5160,AFRICA EAST,"Congo, Democratic Republic of",Disbursing,,XDR,P167817,REDISSE IV,75000000,0,67720335.5,8794968.56,0,,,18/10/2019
IDAD5170,AFRICA WEST,Chad,Disbursing,,XDR,P167817,REDISSE IV,30000000,0,24199898.31,6311090.51,0,,,08/11/2019
IDAD5180,AFRICA EAST,Mozambique,Effective,,XDR,P158231,IFRDP,110000000,0,112527036,0,0,,,03/10/2019
IDAD5190,AFRICA EAST,Mozambique,Disbursing,,XDR,P171040,MZ Cyclone Emergency Recovery Project,130000000,0,42901674.31,90495350.5,0,,,01/10/2019
IDAD5200,AFRICA EAST,Mozambique,Disbursing,,XDR,P129524,MZ-Social Safety Net project,35000000,0,20375.64,35910601.14,0,,,18/11/2019
IDAD5210,SOUTH ASIA,Afghanistan,Disbursing,,XDR,P172109,Afghanistan Gas Project (AGASP),52500000,0,49659685.03,4368777.24,0,,,11/12/2019
IDAD5220,AFRICA WEST,Western Africa,Disbursing,,XDR,P167817,REDISSE IV,10000000,0,8172812.79,2057893.51,0,,,11/11/2019
IDAD5230,EAST ASIA AND PACIFIC,Kiribati,Effective,,XDR,P162938,South Tarawa Water and Sanitation,15000000,0,15535449,0,0,,,02/02/2020
IDAD5240,EAST ASIA AND PACIFIC,Vanuatu,Disbursing,,XDR,P168749,Vanuatu CAT-DDO,10000000,0,0,9925810,0,,,14/02/2020
IDAD5250,AFRICA EAST,Ethiopia,Disbursing,,XDR,P167916,Africa CDC Project,75000000,0,67343858.28,9735723.44,0,,,06/02/2020
IDAD5260,AFRICA EAST,Eastern Africa,Disbursing,,XDR,P167916,Africa CDC Project,10000000,0,6089334.18,4309300,0,,,06/03/2020
IDAD5270,EAST ASIA AND PACIFIC,Samoa,Disbursing,,XDR,P164382,Samoa Health Program,9300000,0,7449317.79,2230253.71,0,,,28/02/2020
IDAD5280,EAST ASIA AND PACIFIC,Tuvalu,Disbursing,,XDR,P170558,Tuvalu First Resilience DPF with CAT DDO,7500000,0,2505.6,7705096,0,,,06/01/2020
IDAD5290,EAST ASIA AND PACIFIC,Tuvalu,Disbursing,,XDR,P170558,Tuvalu First Resilience DPF with CAT DDO,6000000,0,2013.44,6191595,0,,,06/01/2020
IDAD5300,AFRICA EAST,Malawi,Disbursing,,XDR,P169198,SSRLP,125000000,0,90793101.3,37910452.85,0,,,01/04/2020
IDAD5310,AFRICA EAST,Somalia,Disbursing,,XDR,P170922,Somali Urban Resilience Project II,50000000,0,47978282.01,3414834.23,0,,,23/12/2019
IDAD5320,AFRICA WEST,Benin,Disbursing,,XDR,P169064,Second ACE Impact,4000000,0,3192078.48,1028271.7,0,,,02/03/2020
IDAD5330,AFRICA WEST,Western Africa,Disbursing,,XDR,P169064,Second ACE Impact,5000000,0,3845733.63,1352177.7,0,,,01/05/2020
IDAD5340,AFRICA WEST,Niger,Disbursing,,XDR,P169064,Second ACE Impact,10000000,0,8061582.08,2341126.64,0,,,08/05/2020
IDAD5350,AFRICA WEST,"Gambia, The",Disbursing,,XDR,P169064,Second ACE Impact,12000000,0,10484654.23,1990039.79,0,,,03/02/2020
IDAD5360,AFRICA WEST,Togo,Disbursing,,XDR,P169064,Second ACE Impact,6000000,0,5290358.23,1014694.84,0,,,09/01/2020
IDAD5370,AFRICA WEST,Niger,Fully Disbursed,,XDR,P169830,Niger First DPO Series 2020,175000000,0,0,175481127,0,,,13/12/2019
IDAD5380,EAST ASIA AND PACIFIC,Kiribati,Disbursing,,XDR,P171380,PACSTAT-Kiribati,2000000,0,1911851.96,190375,0,,,03/06/2020
IDAD5390,EAST ASIA AND PACIFIC,Solomon Islands,Fully Disbursed,,XDR,P167465,Solomon Islands DPO,11840000,0,0,12015831,0,,,25/05/2020
IDAD5400,AFRICA EAST,Madagascar,Disbursing,,XDR,P167941,Madagascar Cat DDO,50000000,0,35538758.59,15019407.26,0,,,16/12/2019
IDAD5410,AFRICA WEST,Mali,Fully Disbursed,,XDR,P167547,Mali - Energy and Service Delivery DPF,40000000,0,0,40024640,0,,,16/12/2019
IDAD5420,AFRICA WEST,Togo,Fully Disbursed,,XDR,P169867,Togo First DPF 2019,87500000,0,0,87809705,0,,,17/12/2019
IDAD5430,EAST ASIA AND PACIFIC,Tonga,Disbursing,,XDR,P171377,PACSTAT-Tonga,2000000,0,1720473.4,387147.28,0,,,24/03/2020
IDAD5440,EAST ASIA AND PACIFIC,Pacific Islands,Disbursing,,XDR,P168122,PACSTAT-SPC,4400000,0,4383145.58,241670,0,,,19/03/2020
IDAD5450,AFRICA EAST,Sao Tome and Principe,Fully Disbursed,,XDR,P164321,STP 3rd Growth and Fiscal DPO,5000000,0,0,5116471,0,,,19/12/2019
IDAD5460,AFRICA WEST,Benin,Fully Disbursed,,XDR,P168668,Benin FMST DPO1,50000000,0,0,50196729,0,,,16/12/2019
IDAD5470,EUROPE AND CENTRAL ASIA,Tajikistan,Disbursing,,XDR,P126130,TJ Health Services Improvement Project,10000000,0,7224610.03,3055855.4,0,,,16/11/2020
IDAD5490,AFRICA EAST,Comoros,Disbursing,,XDR,P171361,KM Recovery and Resilience Project,22500000,0,20141589.67,2779732.92,0,,,25/12/2019
IDAD5500,EAST ASIA AND PACIFIC,Vanuatu,Effective,,XDR,P167382,VCRTP,30500000,0,31210857,0,0,,,14/02/2020
IDAD5510,AFRICA WEST,Chad,Fully Disbursed,,XDR,P168606,Chad Second ERR DPO,100000000,0,0,100391319,0,,,23/01/2020
IDAD5520,AFRICA EAST,Comoros,Disbursing,,XDR,P150754,Comoros Social Safety Net Project,18000000,0,10486.32,18512180.79,0,,,25/12/2019
IDAD5530,AFRICA WEST,Chad,Disbursing,,XDR,P150080,SWEDD,9000000,0,19175.92,9228977.36,0,,,12/02/2020
IDAD5540,SOUTH ASIA,Maldives,Disbursing,,XDR,P163957,Maldives Urban Development & Resilience,8250000,0,7303781.91,1100000.01,0,,,29/04/2020
IDAD5550,AFRICA EAST,Mozambique,Disbursing,,XDR,P166100,Harnessing the Demographic Dividend,75000000,0,70524159.27,6064123.09,0,,,28/02/2020
IDAD5560,EAST ASIA AND PACIFIC,"Micronesia, Federated States of",Disbursing,,XDR,P170718,Digital FSM,30800000,0,28712552.82,2509376.42,0,,,12/04/2020
IDAD5570,EAST ASIA AND PACIFIC,Kiribati,Disbursing,,XDR,P165821,Kiribati PROP,19500000,0,19496346.89,383700,0,,,16/04/2020
IDAD5580,EUROPE AND CENTRAL ASIA,Tajikistan,Disbursing,,XDR,P168211,Power Utility Financial Recovery,134000000,0,78253876.08,58719478,0,,,05/05/2020
IDAD5590,EAST ASIA AND PACIFIC,Kiribati,Disbursing,,XDR,P165838,KOITIIP,30000000,0,29993271.89,383700,0,,,22/03/2020
IDAD5600,AFRICA EAST,Somalia,Fully Disbursed,,XDR,P171570,SO Reengagement & Reform DPF,375000000,16285046.96,0,359020199.4,0,,,27/02/2020
IDAD5610,AFRICA EAST,Somalia,Fully Disbursed,,XDR,P171570,SO Reengagement & Reform DPF,45000000,0,0,45115792,0,,,27/02/2020
IDAD5620,AFRICA EAST,Burundi,Disbursing,,XDR,P169315,Burundi Integrated Community Development,60000000,0,57902988.66,2897706.05,0,,,05/03/2020
IDAD5630,LATIN AMERICA AND CARIBBEAN,Haiti,Disbursing,,XDR,P168951,Cap Haitien Urban Development Project,56000000,0,53623329.66,3102161.2,0,,,22/03/2020
IDAD5640,SOUTH ASIA,Pakistan,Effective,,XDR,P165542,SIRA,20840000,0,21133809,0,0,,,26/03/2021
IDAD5650,SOUTH ASIA,Pakistan,Effective,,XDR,P159292,Balochistan Integrated Livelihoods,14580000,0,14835654,0,0,,,26/03/2021
IDAD5660,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Disbursing,,XDR,P163711,TASSMP,17500000,0,17305076.96,479892.36,0,,,28/04/2020
IDAD5670,AFRICA EAST,Burundi,Disbursing,,XDR,P164435,Solar Energy in Local Communities,100000000,0,95964179.91,5500000,0,,,05/03/2020
IDAD5680,AFRICA WEST,Mauritania,Disbursing,,XDR,P171125,Social Safety Net System Project II,45000000,0,33952664.56,11794317.07,0,,,01/04/2020
IDAD5690,EAST ASIA AND PACIFIC,Marshall Islands,Effective,,XDR,P160096,PREP II RMI,15367000,0,15675408,0,0,,,13/05/2020
IDAD5700,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Disbursing,,XDR,P167428,RED-P,30000000,0,29537136.07,1000000,0,,,12/05/2020
IDAD5710,AFRICA WEST,Mauritania,Disbursing,,XDR,P167328,MR-MWSSP,44000000,0,42114036.43,2593326.31,0,,,10/04/2020
IDAD5720,AFRICA WEST,Liberia,Fully Disbursed,,XDR,P168218,Liberia IG DPO-1,20000000,0,0,19926080,0,,,18/03/2020
IDAD5730,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Disbursing,,XDR,P170542,Learning for the Future,25000000,0,24983721.21,500000,0,,,07/05/2020
IDAD5740,AFRICA EAST,Ethiopia,Fully Disbursed,,XDR,P169079,Ethiopia Growth and Competitiveness DPF2,312200000,0,0,309042216,0,,,23/03/2020
IDAD5750,AFRICA WEST,Mauritania,Disbursing,,XDR,P169332,Decentralization & Productive Cities,66000000,0,59658697.59,7742152.83,0,,,10/04/2020
IDAD5760,AFRICA WEST,Mauritania,Disbursing,,XDR,P156165,INAYA,23000000,0,18351614.03,5239461.01,0,,,10/04/2020
IDAD5770,AFRICA EAST,Madagascar,Fully Disbursed,,XDR,P168697,Human Capital DPO,87000000,0,0,86392504,0,,,30/03/2020
IDAD5780,AFRICA EAST,Malawi,Disbursing,,XDR,P161392,Malawi Resilience and DRM Project,20000000,0,17722866.97,2775781.35,0,,,22/05/2020
IDAD5790,AFRICA EAST,South Sudan,Disbursing,,XDR,P169274,SSSNP,40000000,0,0,40788555.41,0,,,06/05/2020
IDAD5800,AFRICA WEST,Niger,Disbursing,,XDR,P168779,Niger LIRE,120000000,0,112889559.7,9349252.36,0,,,04/05/2020
IDAD5810,AFRICA WEST,Burkina Faso,Disbursing,,XDR,P169265,HISWA Project,30000000,0,20876227.94,9632096.81,0,,,04/05/2020
IDAD5820,AFRICA WEST,Western Africa,Disbursing,,XDR,P169265,HISWA Project,7500000,0,7213182.83,500000,0,,,19/05/2020
IDAD5830,AFRICA WEST,Liberia,Disbursing,,XDR,P169265,HISWA Project,15000000,0,8927089.14,6453789.17,0,,,29/04/2020
IDAD5840,AFRICA WEST,Sierra Leone,Disbursing,,XDR,P169265,HISWA Project,30000000,0,18993683.84,11562837.18,0,,,03/04/2020
IDAD5850,AFRICA WEST,Togo,Disbursing,,XDR,P169265,HISWA Project,15000000,0,12171272.57,3141521,0,,,18/05/2020
IDAD5860,AFRICA EAST,Malawi,Disbursing,,XDR,P167860,MWASIP,78500000,0,75354836.3,4617210.64,0,,,05/11/2020
IDAD5870,AFRICA EAST,Sao Tome and Principe,Effective,,XDR,P157096,STP Power Sector Recovery Project,12000000,0,12316392,0,0,,,07/05/2020
IDAD5880,AFRICA WEST,Western Africa,Disbursing,,XDR,P169265,HISWA Project,2500000,0,1795123.26,862900,0,,,11/09/2020
IDAD5890,EAST ASIA AND PACIFIC,Tonga,Disbursing,,XDR,P171071,Tonga First Resilience DPO,5500000,0,0,5647340,0,,,31/05/2020
IDAD5900,SOUTH ASIA,Bangladesh,Disbursing,,XDR,P167762,Emergency Multi-Sector Rohingya Project,100000000,0,91524283.66,10489510.48,0,,,19/11/2020
IDAD5910,SOUTH ASIA,Bangladesh,Disbursing,,XDR,P132634,Safety Net Systems for the Poorest,100000000,0,100871552.1,1179245.29,0,,,21/09/2020
IDAD5920,SOUTH ASIA,Bangladesh,Disbursing,,XDR,P171648,Health and Gender Support Project,150000000,0,102442512.8,51567687.01,0,,,04/06/2020
IDAD5930,SOUTH ASIA,Afghanistan,Disbursing,,XDR,P173775,Afghanistan COVID19 Emergency Response,100400000,0,37899822.97,63810475,0,,,08/04/2020
IDAD5940,AFRICA EAST,Ethiopia,Disbursing,,XDR,P173750,Ethiopia COVID-19 Emergency Response,41300000,0,0,41863308.81,0,,,03/04/2020
IDAD5950,SOUTH ASIA,Maldives,Disbursing,,XDR,P173801,MALDIVES COVID-19 EMERGENCY RESPONSE,3650000,0,823384.55,2976588.55,0,,,03/04/2020
IDAD5960,AFRICA EAST,Uganda,Effective,,XDR,P170466,UG Investing in Forests and PAs Project,70000000,0,71379090,0,0,,,22/06/2021
IDAD5970,AFRICA WEST,"Gambia, The",Disbursing,,XDR,P173798,The Gambia COVID-19 Project,10000000,0,277518.18,9839817.84,0,,,03/04/2020
IDAD5980,AFRICA EAST,Malawi,Disbursing,,XDR,P164961,Governance to Enable Service Delivery,100000000,0,88542203.93,13732981.74,0,,,05/11/2020
IDAD5990,AFRICA WEST,Mauritania,Disbursing,,XDR,P173837,Mauritania COVID-19 Project,5200000,0,517253.32,4871689.38,0,,,02/04/2020
IDAD6000,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Disbursing,,XDR,P173862,RY: COVID19 Response,26900000,0,0,27367992.65,0,,,03/04/2020
IDAD6010,LATIN AMERICA AND CARIBBEAN,Haiti,Disbursing,,XDR,P173811,Haiti COVID-19 Response,20000000,0,435396.31,19621377.64,0,,,03/04/2020
IDAD6020,AFRICA EAST,"Congo, Democratic Republic of",Disbursing,,XDR,P173825,DRC  - COVID-19 Project,23600000,0,6451434.79,17825735.82,0,,,03/04/2020
IDAD6030,AFRICA WEST,Sierra Leone,Disbursing,,XDR,P173803,Sierra Leone COVID-19 Project,7500000,0,0,7640306.87,0,,,03/04/2020
IDAD6040,EUROPE AND CENTRAL ASIA,Tajikistan,Disbursing,,XDR,P173765,Tajikistan Emergency COVID-19 Project,11300000,0,223652.09,11370758.21,0,,,03/04/2020
IDAD6050,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Disbursing,,XDR,P173766,Kyrgyz Republic - Emergency COVID-19,6075000,0,2777555.09,3575302.16,0,,,07/04/2020
IDAD6060,AFRICA EAST,Sao Tome and Principe,Disbursing,,XDR,P173783,STP COVID-19 Emergency Response Project,2500000,0,316273.01,2356635.52,0,,,06/04/2020
IDAD6070,EUROPE AND CENTRAL ASIA,Tajikistan,Disbursing,,XDR,P169168,Tajikistan ECDP,70000000,0,70741691.42,649999.99,0,,,25/06/2020
IDAD6080,AFRICA WEST,Liberia,Disbursing,,XDR,P173812,LB COVID-19 Emergency Response Project,3750000,0,654767.68,3202975.21,0,,,10/04/2020
IDAD6090,AFRICA WEST,Burkina Faso,Disbursing,,XDR,P169594,WURI MPA Phase 2,25000000,0,24895630.47,734322.22,0,,,29/06/2020
IDAD6100,AFRICA WEST,Benin,Disbursing,,XDR,P169594,WURI MPA Phase 2,15000000,0,10375155.72,5109016.82,0,,,22/06/2020
IDAD6110,AFRICA WEST,Niger,Effective,,XDR,P169594,WURI MPA Phase 2,27000000,0,27571923,0,0,,,28/07/2020
IDAD6120,AFRICA WEST,Togo,Effective,,XDR,P169594,WURI MPA Phase 2,24000000,0,24492825,0,0,,,19/06/2020
IDAD6130,SOUTH ASIA,Afghanistan,Fully Disbursed,,XDR,P172211,2020 INCENTIVE PROGRAM,160000000,0,0,159847056,0,,,12/05/2020
IDAD6140,AFRICA WEST,"Gambia, The",Fully Disbursed,,XDR,P164545,"Gambia 1st Fisc Mgmt,Eneg & Tele Ref DPF",30000000,0,0,30871992,0,,,20/05/2020
IDAD6150,AFRICA WEST,Mali,Disbursing,,XDR,P173816,MALI COVID-19 ERP,12900000,0,450032.4,12858621.28,0,,,14/04/2020
IDAD6160,AFRICA EAST,Burundi,Disbursing,,XDR,P173845,Burundi COVID19 Project,5000000,0,43457.8,5213002.3,0,,,14/04/2020
IDAD6170,AFRICA WEST,Central African Republic,Disbursing,,XDR,P173832,CAR COVID-19 Preparedness and Response,7500000,0,71399.47,7587169.4,0,,,22/04/2020
IDAD6180,AFRICA WEST,Niger,Disbursing,,XDR,P173846,Niger COVID-19 Emergency Response,6975000,0,608.82,7415637.44,0,,,08/05/2020
IDAD6190,AFRICA WEST,"Gambia, The",Disbursing,,XDR,P166695,GAMBIA FISCAL MANAGEMENT PROJECT,35000000,0,32432248.7,3584961.02,0,,,22/06/2020
IDAD6200,AFRICA EAST,Malawi,Disbursing,,XDR,P173806,Malawi COVID-19 Emergency Response,7000000,0,1100068.91,6231463.52,0,,,17/04/2020
IDAD6210,SOUTH ASIA,South Asia,Disbursing,,XDR,P171054,CARE,24000000,0,20737911.29,3953875.92,0,,,28/05/2020
IDAD6220,SOUTH ASIA,South Asia,Disbursing,,XDR,P171054,CARE,12000000,0,10466597.54,1882944.01,0,,,27/05/2020
IDAD6230,EAST ASIA AND PACIFIC,Samoa,Disbursing,,XDR,P173920,Samoa COVID-19 response project,2900000,0,1652625.52,1400000.01,0,,,22/04/2020
IDAD6240,EAST ASIA AND PACIFIC,Marshall Islands,Disbursing,,XDR,P173887,RMI COVID-19 Response Project,2500000,0,780043.46,1857888.26,0,,,24/04/2020
IDAD6250,EAST ASIA AND PACIFIC,Tuvalu,Disbursing,,XDR,P171681,Tuvalu Learning Project,14000000,0,12632465.51,1832626.51,0,,,28/06/2020
IDAD6260,AFRICA WEST,Togo,Disbursing,,XDR,P173880,Togo COVID-19 Response Project,4050000,0,9283.63,4262922.64,0,,,22/04/2020
IDAD6270,AFRICA WEST,Chad,Disbursing,,XDR,P173894,CHAD COVID-19 Response Project,16950000,0,3472596.61,14136115.24,0,,,28/04/2020
IDAD6280,EAST ASIA AND PACIFIC,Solomon Islands,Disbursing,,XDR,P173933,Solomon Islands COVID-19 Emergency Respo,2500000,0,1875184.08,661647.61,0,,,27/01/2021
IDAD6290,LATIN AMERICA AND CARIBBEAN,Haiti,Disbursing,,XDR,P170907,HT Caribbean Air Transport Connectivity,84000000,0,82725760.98,3022110.33,0,,,29/06/2020
IDAD6300,AFRICA EAST,Somalia,Disbursing,,XDR,P173315,Somalia Crisis Recovery Project,137500000,0,101426364.9,40121078.81,0,,,14/06/2020
IDAD6310,AFRICA WEST,Burkina Faso,Disbursing,,XDR,P173858,Burkina Faso COVID-19 Project,10575000,0,1701087.76,9363575.3,0,,,04/05/2020
IDAD6320,AFRICA WEST,Benin,Disbursing,,XDR,P173839,Benin COVID-19 Response Project,5200000,0,37904.86,5350741.52,0,,,04/05/2020
IDAD6330,AFRICA WEST,Western Africa,Disbursing,,XDR,P161706,Lake Chad Region Project,5000000,0,4958573.12,223413.76,0,,,12/06/2020
IDAD6340,AFRICA WEST,Chad,Disbursing,,XDR,P161706,Lake Chad Region Project,45000000,0,42144994.32,4108121.87,0,,,09/06/2020
IDAD6350,AFRICA WEST,Niger,Disbursing,,XDR,P161706,Lake Chad Region Project,40000000,0,36818983.45,4383708.74,0,,,28/07/2020
IDAD6360,AFRICA EAST,Ethiopia,Disbursing,,XDR,P173702,ELRP MPA,31500000,0,7239910.28,25373203.69,0,,,22/05/2020
IDAD6370,AFRICA WEST,Chad,Disbursing,,XDR,P150080,SWEDD,36000000,0,28686609.59,8393404.85,0,,,19/06/2020
IDAD6380,AFRICA WEST,Western Africa,Disbursing,,XDR,P150080,SWEDD,22000000,0,19472763.43,3200000,0,,,30/12/2020
IDAD6390,AFRICA WEST,Mauritania,Disbursing,,XDR,P150080,SWEDD,60000000,0,54423702.82,7214518.75,0,,,16/06/2020
IDAD6400,AFRICA WEST,Mali,Disbursing,,XDR,P150080,SWEDD,30000000,0,22307797.39,8565526.46,0,,,07/12/2020
IDAD6410,AFRICA WEST,Western Africa,Signed,,XDR,P171827,SWEDD AF Phase 2,3000000,0,3079098,0,0,,,03/09/2020
IDAD6420,AFRICA EAST,"Congo, Democratic Republic of",Disbursing,,XDR,P145196,Eastern Recovery Project,160000000,0,146366797.5,17226294.53,0,,,02/06/2020
IDAD6430,AFRICA WEST,Guinea,Disbursing,,XDR,P150080,SWEDD,40000000,0,38522375.06,2690674.78,0,,,25/06/2020
IDAD6440,EAST ASIA AND PACIFIC,Tonga,Effective,,XDR,P161539,TCRTP,2890000,0,3051106.2,0,0,,,17/06/2020
IDAD6450,EAST ASIA AND PACIFIC,"Micronesia, Federated States of",Effective,,XDR,P163922,FSMIP,2500000,0,2659221,0,0,,,18/06/2020
IDAD6460,EAST ASIA AND PACIFIC,Tuvalu,Effective,,XDR,P161540,MICRO,2500000,0,2659221,0,0,,,15/06/2020
IDAD6470,AFRICA WEST,Burkina Faso,Fully Disbursed,,XDR,P170934,Burkina Faso 2nd DPO,73975000,0,0,74700510,0,,,08/06/2020
IDAD6480,SOUTH ASIA,South Asia,Disbursing,,XDR,P171269,Plastic free River and Seas (PLEASE),37000000,0,37977650.09,93141,0,,,08/06/2020
IDAD6490,AFRICA EAST,Mozambique,Disbursing,,XDR,P163989,Mozambique Urban and Decentralization,117000000,0,109689599,10391125.5,0,,,27/07/2020
IDAD6500,AFRICA WEST,Sierra Leone,Fully Disbursed,,XDR,P169498,Sierra Leone - Third Productivity and Tr,100000000,0,0,101555484,0,,,26/06/2020
IDAD6510,AFRICA WEST,Senegal,Fully Disbursed,,XDR,P170366,Third MultiSectoral Struct Reform DPF,50000000,167602.39,0,50181842.31,0,,,17/06/2020
IDAD6520,LATIN AMERICA AND CARIBBEAN,Caribbean,Disbursing,,XDR,P171528,Digital Caribbean Project,8000000,0,6898384.5,1383407,0,,,29/07/2020
IDAD6530,AFRICA WEST,"Gambia, The",Disbursing,,XDR,P163568,GERMP,43000000,0,41577173.1,2526918.45,0,,,13/07/2020
IDAD6540,AFRICA WEST,Guinea,Disbursing,,XDR,P168777,Nafa Program Support Project,70000000,0,59685595.1,12347873.33,0,,,25/06/2020
IDAD6550,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Disbursing,,XDR,P162635,Enhancing Resilience in Kyrgyzstan,27500000,0,27730821,548846.36,0,,,22/06/2020
IDAD6560,AFRICA WEST,Niger,Effective,,XDR,P167543,Niger Smart Villages,50000000,0,51364953,0,0,,,16/07/2020
IDAD6570,AFRICA WEST,Chad,Disbursing,,XDR,P168185,Cameroon - Chad Interconnection Project,90000000,0,86812655.94,5449315.57,0,,,29/06/2020
IDAD6580,AFRICA EAST,Somalia,Disbursing,,XDR,P173731,Somalia RCRF III,68000000,0,47602116.64,22425692.16,0,,,23/06/2020
IDAD6590,AFRICA EAST,Malawi,Disbursing,,XDR,P155658,Southern Africa TB and Health Systems,27000000,0,23489367.24,4275673.69,0,,,09/11/2020
IDAD6600,AFRICA EAST,Eastern Africa,Disbursing,,XDR,P155658,Southern Africa TB and Health Systems,3000000,0,2374237.2,715185,0,,,03/07/2020
